wiki,title,ts,user,delta,summary,reverted,is_revert,same_page_before,same_page_after,series_n,series_pages,series_id,diff_url
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2005-09-20,Oscar,4,/* Een geregistreerde gebruiker blokkeren */ aanp,False,False,False,True,1,Wikipedia:Regelingen rond moderatoren,Oscar@2005-09-20,https://nl.wikipedia.org/wiki/Special:Diff/2045670
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2005-09-20,Oscar,129,/* Een geregistreerde gebruiker blokkeren */,False,False,True,True,1,Wikipedia:Regelingen rond moderatoren,Oscar@2005-09-20,https://nl.wikipedia.org/wiki/Special:Diff/2045674
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2005-09-20,Oscar,12,"/* Een geregistreerde gebruiker blokkeren */ middenweg - niet eis, maar wel voorkeur",False,False,True,True,1,Wikipedia:Regelingen rond moderatoren,Oscar@2005-09-20,https://nl.wikipedia.org/wiki/Special:Diff/2045686
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-09-21,Oscar,58,"/* Moderator geworden in het 3e kwartaal 2005, status te bevestigen in juli 2006 */ +obarskyr en ype",False,False,True,True,1,Wikipedia:Richtlijnen voor moderatoren,Oscar@2005-09-21,https://nl.wikipedia.org/wiki/Special:Diff/2051449
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-09-24,Oscar,26,"/* Moderator geworden in het 3e kwartaal 2005, status te bevestigen in juli 2006 */ CyeZ",False,False,True,False,1,Wikipedia:Richtlijnen voor moderatoren,Oscar@2005-09-24,https://nl.wikipedia.org/wiki/Special:Diff/2065932
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2005-09-24,Oscar,80,zie ook,False,False,True,False,1,Wikipedia:Regelingen rond moderatoren,Oscar@2005-09-24,https://nl.wikipedia.org/wiki/Special:Diff/2065929
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2005-10-19,Oscar,-2,/* Het gebruiken van uw knoppen */,False,False,True,True,1,Wikipedia:Regelingen rond moderatoren,Oscar@2005-10-19,https://nl.wikipedia.org/wiki/Special:Diff/2220086
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2005-10-19,Oscar,9,/* Bureaucraatschap */ aanp,False,False,True,True,1,Wikipedia:Regelingen rond moderatoren,Oscar@2005-10-19,https://nl.wikipedia.org/wiki/Special:Diff/2220090
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2005-10-19,Oscar,108,/* Bureaucraatschap */ lnfx,False,False,True,False,1,Wikipedia:Regelingen rond moderatoren,Oscar@2005-10-19,https://nl.wikipedia.org/wiki/Special:Diff/2220098
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-26,Oscar,27,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ Donderwolk erbij",False,False,False,True,1,Wikipedia:Richtlijnen voor moderatoren,Oscar@2005-10-26,https://nl.wikipedia.org/wiki/Special:Diff/2268174
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-26,Oscar,11,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */",False,False,True,True,1,Wikipedia:Richtlijnen voor moderatoren,Oscar@2005-10-26,https://nl.wikipedia.org/wiki/Special:Diff/2268196
nlwiki,Wikipedia:Arbitragecommissie/Reglementen,2010-06-22,Romaine,55,+Cat,False,False,False,True,1,Wikipedia:Stemprocedure,Romaine@2010-06-22,https://nl.wikipedia.org/wiki/Special:Diff/21654288
nlwiki,Wikipedia:Stemprocedure,2010-06-22,Romaine,50,Ligt vast,False,False,False,True,1,Wikipedia:Arbitragecommissie/Reglementen,Romaine@2010-06-22,https://nl.wikipedia.org/wiki/Special:Diff/21654723
nlwiki,Wikipedia:Arbitragecommissie/Reglementen,2010-07-27,Romaine,11,Linkfix,False,False,True,True,3,Wikipedia:Regelingen rond moderatoren; Wikipedia:Richtlijnen voor moderatoren; Wikipedia:Stemprocedure,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004529
nlwiki,Wikipedia:Arbitragecommissie/Reglementen,2010-07-27,Romaine,-11,Fix,False,False,True,True,3,Wikipedia:Regelingen rond moderatoren; Wikipedia:Richtlijnen voor moderatoren; Wikipedia:Stemprocedure,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004573
nlwiki,Wikipedia:Arbitragecommissie/Reglementen,2010-07-27,Romaine,-55,-Cat,False,False,True,False,3,Wikipedia:Regelingen rond moderatoren; Wikipedia:Richtlijnen voor moderatoren; Wikipedia:Stemprocedure,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004956
nlwiki,Wikipedia:Regelingen rond moderatoren,2010-07-27,Romaine,-12,Linkfix,False,False,False,True,3,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Richtlijnen voor moderatoren; Wikipedia:Stemprocedure,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004548
nlwiki,Wikipedia:Regelingen rond moderatoren,2010-07-27,Romaine,-11,Linkfix,False,False,True,False,3,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Richtlijnen voor moderatoren; Wikipedia:Stemprocedure,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004571
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2010-07-27,Romaine,11,Linkfix,False,False,False,True,3,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Regelingen rond moderatoren; Wikipedia:Stemprocedure,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004536
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2010-07-27,Romaine,-11,Versie 22004536 van [[Special:Contributions/Romaine|Romaine]] ([[User talk:Romaine|overleg]]) ongedaan gemaakt.,False,False,True,False,3,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Regelingen rond moderatoren; Wikipedia:Stemprocedure,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004568
nlwiki,Wikipedia:Stemprocedure,2010-07-27,Romaine,11,Vaste procedure,False,False,True,True,3,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Regelingen rond moderatoren; Wikipedia:Richtlijnen voor moderatoren,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004524
nlwiki,Wikipedia:Stemprocedure,2010-07-27,Romaine,-11,Versie 22004524 van [[Special:Contributions/Romaine|Romaine]] ([[User talk:Romaine|overleg]]) ongedaan gemaakt.,False,False,True,True,3,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Regelingen rond moderatoren; Wikipedia:Richtlijnen voor moderatoren,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004569
nlwiki,Wikipedia:Stemprocedure,2010-07-27,Romaine,-50,-Cat,False,False,True,False,3,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Regelingen rond moderatoren; Wikipedia:Richtlijnen voor moderatoren,Romaine@2010-07-27,https://nl.wikipedia.org/wiki/Special:Diff/22004938
nlwiki,Wikipedia:Regelingen rond moderatoren,2012-05-17,Romaine,-1,Linkfix,False,False,False,True,1,Wikipedia:Richtlijnen voor moderatoren,Romaine@2012-05-17,https://nl.wikipedia.org/wiki/Special:Diff/30738230
nlwiki,Wikipedia:Regelingen rond moderatoren,2012-05-17,Romaine,10,"Vollediger, niet alleen artikelen",False,False,True,False,1,Wikipedia:Richtlijnen voor moderatoren,Romaine@2012-05-17,https://nl.wikipedia.org/wiki/Special:Diff/30738245
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2012-05-17,Romaine,25,Conform [[Speciaal:PermanenteVerwijzing/30733358#Verwijderlijst_versus_beoordelingslijst|deze discussie]],False,False,False,False,1,Wikipedia:Regelingen rond moderatoren,Romaine@2012-05-17,https://nl.wikipedia.org/wiki/Special:Diff/30738605
nlwiki,Wikipedia:Stemprocedure,2009-08-02,RomaineBot,17,Linkfix ivm sjabloonnaamgeving met [[Project:AutoWikiBrowser|AWB]],False,False,False,False,2,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Richtlijnen voor moderatoren,RomaineBot@2009-08-02,https://nl.wikipedia.org/wiki/Special:Diff/17750713
nlwiki,Wikipedia:Arbitragecommissie/Reglementen,2009-08-03,RomaineBot,7,Linkfix ivm sjabloonnaamgeving met [[Project:AutoWikiBrowser|AWB]],False,False,False,False,2,Wikipedia:Richtlijnen voor moderatoren; Wikipedia:Stemprocedure,RomaineBot@2009-08-03,https://nl.wikipedia.org/wiki/Special:Diff/17756447
nlwiki,Wikipedia:Richtlijnen voor moderatoren,2009-08-03,RomaineBot,-15,Linkfix ivm sjabloonnaamgeving met [[Project:AutoWikiBrowser|AWB]],False,False,False,False,2,Wikipedia:Arbitragecommissie/Reglementen; Wikipedia:Stemprocedure,RomaineBot@2009-08-03,https://nl.wikipedia.org/wiki/Special:Diff/17756181
