wiki,page_id,year,title,namespace,is_redirect,wikidata_qid,confidence,admitted_via,status_tier
dewiki,31387,2006,Zitate,4,0,,core,inherited,
dewiki,33092,2006,Rechtschreibung,4,0,,core,inherited,
dewiki,34222,2006,Weblinks,4,0,,core,inherited,
dewiki,34226,2006,Schreibweise_von_Zahlen,4,0,,core,inherited,
dewiki,38770,2006,Diskussionsseiten,4,0,,core,inherited,
dewiki,44373,2006,Geschützte_Seiten,4,0,,core,inherited,
dewiki,44853,2006,Barrierefreiheit,4,0,,core,inherited,
dewiki,46873,2006,Ignoriere_alle_Regeln,4,0,,core,inherited,
dewiki,64352,2006,Namenskonventionen/Koreanisch,4,0,,core,inherited,
dewiki,64747,2006,Namenskonventionen/Chinesisch,4,0,,core,inherited,
dewiki,71249,2006,Löschregeln,4,0,,core,inherited,
dewiki,76323,2006,Haftungsausschluss,4,0,,core,inherited,
dewiki,85625,2006,Vermittlungsausschuss,4,0,,core,inherited,
dewiki,93382,2006,Edit-War,4,0,,core,inherited,
dewiki,100139,2006,Namenskonventionen/Arabisch,4,0,,core,inherited,
dewiki,101373,2006,Richtlinien_Biologie,4,0,,core,inherited,
dewiki,131490,2006,Schnelllöschantrag,4,0,,core,inherited,
dewiki,148763,2006,Vandalismus,4,0,,core,inherited,
dewiki,169783,2006,Artikel,4,0,,core,inherited,
dewiki,179274,2006,Lückenhaft,4,0,,core,inherited,
dewiki,209980,2006,Wirres_Zeug,4,0,,core,inherited,
dewiki,210899,2006,Namenskonventionen/Japanisch,4,0,,core,inherited,
dewiki,214422,2006,Keine_persönlichen_Angriffe,4,0,,core,inherited,
dewiki,217305,2006,Verhalten_gegenüber_Neulingen,4,0,,core,inherited,
dewiki,224676,2006,Kategorien,4,0,,core,inherited,
dewiki,258824,2006,Interessenkonflikt,4,0,,core,inherited,
dewiki,260947,2006,Namenskonventionen/Hebräisch,4,0,,core,inherited,
dewiki,300129,2006,Löschantrag_entfernen,4,0,,core,inherited,
dewiki,307778,2006,Artikel_über_Schulen,4,0,,core,inherited,
dewiki,354115,2006,Richtlinien_Wirtschaft,4,0,,core,inherited,
dewiki,442115,2006,Typografie,4,0,,core,inherited,
dewiki,517185,2006,Bildrechte,4,0,,core,inherited,
dewiki,589187,2006,"Störe_Wikipedia_nicht,_um_etwas_zu_beweisen",4,0,,core,inherited,
dewiki,606686,2006,Richtlinien_Chemie,4,0,,core,inherited,
dewiki,634301,2006,Allgemeinverständlichkeit,4,0,,core,inherited,
dewiki,637799,2006,Shortcuts,4,0,,core,inherited,
dewiki,645942,2006,Datenschutz,4,0,,core,inherited,
dewiki,653068,2006,Stimmberechtigung,4,0,,core,inherited,
dewiki,686792,2006,Namenskonventionen/Indien,4,0,,core,inherited,
dewiki,749816,2006,Formatvorlage_Charts,4,0,,core,inherited,
dewiki,788000,2006,Richtlinien_Studentenverbindungen,4,0,,core,inherited,
dewiki,830639,2006,Geh_von_guten_Absichten_aus,4,0,,core,inherited,
dewiki,831948,2006,Artikel_illustrieren,4,0,,core,inherited,
dewiki,855208,2006,Belege,4,0,,core,inherited,
dewiki,855432,2006,Urheberrechte_beachten,4,0,,core,inherited,
dewiki,878006,2006,Checkuser,4,0,,core,inherited,
dewiki,902244,2006,Wie_gute_Artikel_aussehen,4,0,,core,inherited,
dewiki,907682,2006,Handle_entschieden,4,0,,core,inherited,
dewiki,907732,2006,Recht_zu_gehen,4,0,,core,inherited,
dewiki,913158,2006,Portale,4,0,,core,inherited,
dewiki,1034176,2006,Richtlinien_Fiktives,4,0,,core,inherited,
dewiki,1097461,2006,Textplagiat,4,0,,core,inherited,
dewiki,1124761,2006,Namenskonventionen/Neugriechisch,4,0,,core,inherited,
dewiki,1200725,2006,Weiterleitung,4,0,,core,inherited,
dewiki,1250226,2006,Hinweis_Gesundheitsthemen,4,0,,core,inherited,
dewiki,1553871,2006,Formatvorlage_Biografie,4,0,,core,inherited,
dewiki,2744605,2006,Relevanzkriterien,4,0,,core,inherited,
dewiki,3699430,2006,Sei_mutig,4,0,,core,inherited,
dewiki,4642884,2006,Bewahre_immer_einen_kühlen_Kopf,4,0,,core,inherited,
dewiki,7354372,2006,Zitierregeln,4,0,,core,inherited,
dewiki,11901604,2006,Keine_Drohungen_mit_rechtlichen_Schritten,4,0,,core,status_template,
dewiki,1234,2007,Grundprinzipien,4,0,,core,inherited,
dewiki,3542,2007,Neutraler_Standpunkt,4,0,,core,inherited,
dewiki,4319,2007,Namenskonventionen,4,0,,core,inherited,
dewiki,5484,2007,Formatierung,4,0,,core,inherited,
dewiki,5656,2007,Was_Wikipedia_nicht_ist,4,0,,core,inherited,
dewiki,7637,2007,Begriffsklärung,4,0,,core,inherited,
dewiki,7763,2007,Administratoren,4,0,,core,inherited,
dewiki,8082,2007,Fremdwortformatierung,4,0,,core,inherited,
dewiki,8085,2007,Verlinken,4,0,,core,inherited,
dewiki,8097,2007,Datumskonventionen,4,0,,core,inherited,
dewiki,8130,2007,Wie_schreibe_ich_gute_Artikel,4,0,,core,inherited,
dewiki,11506,2007,Listen,4,0,,core,inherited,
dewiki,18339,2007,Spoilerwarnung,4,0,,core,inherited,
dewiki,22673,2007,Wikiquette,4,0,,core,inherited,
dewiki,23138,2007,Literatur,4,0,,core,inherited,
dewiki,24927,2007,Formatvorlage_Begriffsklärung,4,0,,core,inherited,
dewiki,26326,2007,Archiv/Richtlinien_für_die_Namensgebung:Singular-Plural-Debatte,4,0,,core,inherited,
dewiki,26677,2007,Wikipedia_ist_kein_Wörterbuch,4,0,,core,inherited,
dewiki,27959,2007,Assoziative_Verweise,4,0,,core,inherited,
dewiki,31387,2007,Zitate,4,0,,core,inherited,
dewiki,33092,2007,Rechtschreibung,4,0,,core,inherited,
dewiki,34222,2007,Weblinks,4,0,,core,inherited,
dewiki,34226,2007,Schreibweise_von_Zahlen,4,0,,core,inherited,
dewiki,38770,2007,Diskussionsseiten,4,0,,core,inherited,
dewiki,44373,2007,Geschützte_Seiten,4,0,,core,inherited,
dewiki,44853,2007,Barrierefreiheit,4,0,,core,inherited,
dewiki,46873,2007,Ignoriere_alle_Regeln,4,0,,core,inherited,
dewiki,64352,2007,Namenskonventionen/Koreanisch,4,0,,core,inherited,
dewiki,64747,2007,Namenskonventionen/Chinesisch,4,0,,core,inherited,
dewiki,71249,2007,Löschregeln,4,0,,core,inherited,
dewiki,76323,2007,Haftungsausschluss,4,0,,core,inherited,
dewiki,85625,2007,Vermittlungsausschuss,4,0,,core,inherited,
dewiki,93382,2007,Edit-War,4,0,,core,inherited,
dewiki,100139,2007,Namenskonventionen/Arabisch,4,0,,core,inherited,
dewiki,101373,2007,Richtlinien_Biologie,4,0,,core,inherited,
dewiki,131490,2007,Schnelllöschantrag,4,0,,core,inherited,
dewiki,148763,2007,Vandalismus,4,0,,core,inherited,
dewiki,169783,2007,Artikel,4,0,,core,inherited,
dewiki,179274,2007,Lückenhaft,4,0,,core,inherited,
dewiki,209980,2007,Wirres_Zeug,4,0,,core,inherited,
dewiki,210899,2007,Namenskonventionen/Japanisch,4,0,,core,inherited,
dewiki,214422,2007,Keine_persönlichen_Angriffe,4,0,,core,inherited,
dewiki,217305,2007,Verhalten_gegenüber_Neulingen,4,0,,core,inherited,
dewiki,224676,2007,Kategorien,4,0,,core,inherited,
dewiki,258824,2007,Interessenkonflikt,4,0,,core,inherited,
dewiki,260947,2007,Namenskonventionen/Hebräisch,4,0,,core,inherited,
dewiki,300129,2007,Löschantrag_entfernen,4,0,,core,inherited,
dewiki,307778,2007,Artikel_über_Schulen,4,0,,core,inherited,
dewiki,354115,2007,Richtlinien_Wirtschaft,4,0,,core,inherited,
dewiki,442115,2007,Typografie,4,0,,core,inherited,
dewiki,517185,2007,Bildrechte,4,0,,core,inherited,
dewiki,589187,2007,"Störe_Wikipedia_nicht,_um_etwas_zu_beweisen",4,0,,core,inherited,
dewiki,606686,2007,Richtlinien_Chemie,4,0,,core,inherited,
dewiki,634301,2007,Allgemeinverständlichkeit,4,0,,core,inherited,
dewiki,637799,2007,Shortcuts,4,0,,core,inherited,
dewiki,645942,2007,Datenschutz,4,0,,core,inherited,
dewiki,653068,2007,Stimmberechtigung,4,0,,core,inherited,
dewiki,686792,2007,Namenskonventionen/Indien,4,0,,core,inherited,
dewiki,749816,2007,Formatvorlage_Charts,4,0,,core,inherited,
dewiki,788000,2007,Richtlinien_Studentenverbindungen,4,0,,core,inherited,
dewiki,830639,2007,Geh_von_guten_Absichten_aus,4,0,,core,inherited,
dewiki,831948,2007,Artikel_illustrieren,4,0,,core,inherited,
dewiki,855208,2007,Belege,4,0,,core,inherited,
dewiki,855432,2007,Urheberrechte_beachten,4,0,,core,inherited,
dewiki,878006,2007,Checkuser,4,0,,core,inherited,
dewiki,902244,2007,Wie_gute_Artikel_aussehen,4,0,,core,inherited,
dewiki,907682,2007,Handle_entschieden,4,0,,core,inherited,
dewiki,907732,2007,Recht_zu_gehen,4,0,,core,inherited,
dewiki,913158,2007,Portale,4,0,,core,inherited,
dewiki,1034176,2007,Richtlinien_Fiktives,4,0,,core,inherited,
dewiki,1097461,2007,Textplagiat,4,0,,core,inherited,
dewiki,1124761,2007,Namenskonventionen/Neugriechisch,4,0,,core,inherited,
dewiki,1200725,2007,Weiterleitung,4,0,,core,inherited,
dewiki,1213896,2007,Schwesterprojekte,4,0,,core,inherited,
dewiki,1218423,2007,Anonymität,4,0,,core,inherited,
dewiki,1250226,2007,Hinweis_Gesundheitsthemen,4,0,,core,inherited,
dewiki,1317234,2007,Namenskonventionen/Tibetisch,4,0,,core,inherited,
dewiki,1488248,2007,Keine_Theoriefindung,4,0,,core,inherited,
dewiki,1498104,2007,Sockenpuppe,4,0,,core,inherited,
dewiki,1528848,2007,Artikel_über_lebende_Personen,4,0,,core,inherited,
dewiki,1553871,2007,Formatvorlage_Biografie,4,0,,core,inherited,
dewiki,1586763,2007,Systematik,4,0,,core,inherited,
dewiki,1586765,2007,Themenbereiche,4,0,,core,inherited,
dewiki,1621544,2007,Support-Team,4,0,,core,inherited,
dewiki,1742427,2007,Gesichtete_Versionen,4,0,,core,inherited,
dewiki,1842815,2007,Richtlinien,4,0,,core,inherited,
dewiki,1917198,2007,Konflikte,4,0,,core,inherited,
dewiki,2744605,2007,Relevanzkriterien,4,0,,core,inherited,
dewiki,3699430,2007,Sei_mutig,4,0,,core,inherited,
dewiki,4642884,2007,Bewahre_immer_einen_kühlen_Kopf,4,0,,core,inherited,
dewiki,7354372,2007,Zitierregeln,4,0,,core,inherited,
dewiki,11901604,2007,Keine_Drohungen_mit_rechtlichen_Schritten,4,0,,core,status_template,
dewiki,1234,2008,Grundprinzipien,4,0,,core,inherited,
dewiki,3542,2008,Neutraler_Standpunkt,4,0,,core,inherited,
dewiki,4319,2008,Namenskonventionen,4,0,,core,inherited,
dewiki,5484,2008,Formatierung,4,0,,core,inherited,
dewiki,5656,2008,Was_Wikipedia_nicht_ist,4,0,,core,inherited,
dewiki,7637,2008,Begriffsklärung,4,0,,core,inherited,
dewiki,7763,2008,Administratoren,4,0,,core,inherited,
dewiki,8082,2008,Fremdwortformatierung,4,0,,core,inherited,
dewiki,8085,2008,Verlinken,4,0,,core,inherited,
dewiki,8097,2008,Datumskonventionen,4,0,,core,inherited,
dewiki,8130,2008,Wie_schreibe_ich_gute_Artikel,4,0,,core,inherited,
dewiki,11506,2008,Listen,4,0,,core,inherited,
dewiki,18339,2008,Spoilerwarnung,4,0,,core,inherited,
dewiki,22673,2008,Wikiquette,4,0,,core,inherited,
dewiki,23138,2008,Literatur,4,0,,core,inherited,
dewiki,24927,2008,Formatvorlage_Begriffsklärung,4,0,,core,inherited,
dewiki,26326,2008,Archiv/Richtlinien_für_die_Namensgebung:Singular-Plural-Debatte,4,0,,core,inherited,
dewiki,26677,2008,Wikipedia_ist_kein_Wörterbuch,4,0,,core,inherited,
dewiki,27959,2008,Assoziative_Verweise,4,0,,core,inherited,
dewiki,31387,2008,Zitate,4,0,,core,inherited,
dewiki,33092,2008,Rechtschreibung,4,0,,core,inherited,
dewiki,34222,2008,Weblinks,4,0,,core,inherited,
dewiki,34226,2008,Schreibweise_von_Zahlen,4,0,,core,inherited,
dewiki,38770,2008,Diskussionsseiten,4,0,,core,inherited,
dewiki,44373,2008,Geschützte_Seiten,4,0,,core,inherited,
dewiki,44853,2008,Barrierefreiheit,4,0,,core,inherited,
dewiki,46873,2008,Ignoriere_alle_Regeln,4,0,,core,inherited,
dewiki,64352,2008,Namenskonventionen/Koreanisch,4,0,,core,inherited,
dewiki,64747,2008,Namenskonventionen/Chinesisch,4,0,,core,inherited,
dewiki,71249,2008,Löschregeln,4,0,,core,inherited,
dewiki,76323,2008,Haftungsausschluss,4,0,,core,inherited,
dewiki,85625,2008,Vermittlungsausschuss,4,0,,core,inherited,
dewiki,93382,2008,Edit-War,4,0,,core,inherited,
dewiki,100139,2008,Namenskonventionen/Arabisch,4,0,,core,inherited,
dewiki,101373,2008,Richtlinien_Biologie,4,0,,core,inherited,
dewiki,131490,2008,Schnelllöschantrag,4,0,,core,inherited,
dewiki,148763,2008,Vandalismus,4,0,,core,inherited,
dewiki,169783,2008,Artikel,4,0,,core,inherited,
dewiki,179274,2008,Lückenhaft,4,0,,core,inherited,
dewiki,209980,2008,Wirres_Zeug,4,0,,core,inherited,
dewiki,210899,2008,Namenskonventionen/Japanisch,4,0,,core,inherited,
dewiki,214422,2008,Keine_persönlichen_Angriffe,4,0,,core,inherited,
dewiki,217305,2008,Verhalten_gegenüber_Neulingen,4,0,,core,inherited,
dewiki,224676,2008,Kategorien,4,0,,core,inherited,
dewiki,258824,2008,Interessenkonflikt,4,0,,core,inherited,
dewiki,260947,2008,Namenskonventionen/Hebräisch,4,0,,core,inherited,
dewiki,300129,2008,Löschantrag_entfernen,4,0,,core,inherited,
dewiki,307778,2008,Artikel_über_Schulen,4,0,,core,inherited,
dewiki,354115,2008,Richtlinien_Wirtschaft,4,0,,core,inherited,
dewiki,442115,2008,Typografie,4,0,,core,inherited,
dewiki,517185,2008,Bildrechte,4,0,,core,inherited,
dewiki,589187,2008,"Störe_Wikipedia_nicht,_um_etwas_zu_beweisen",4,0,,core,inherited,
dewiki,606686,2008,Richtlinien_Chemie,4,0,,core,inherited,
dewiki,634301,2008,Allgemeinverständlichkeit,4,0,,core,inherited,
dewiki,637799,2008,Shortcuts,4,0,,core,inherited,
dewiki,645942,2008,Datenschutz,4,0,,core,inherited,
dewiki,653068,2008,Stimmberechtigung,4,0,,core,inherited,
dewiki,686792,2008,Namenskonventionen/Indien,4,0,,core,inherited,
dewiki,749816,2008,Formatvorlage_Charts,4,0,,core,inherited,
dewiki,788000,2008,Richtlinien_Studentenverbindungen,4,0,,core,inherited,
dewiki,830639,2008,Geh_von_guten_Absichten_aus,4,0,,core,inherited,
dewiki,831948,2008,Artikel_illustrieren,4,0,,core,inherited,
dewiki,855208,2008,Belege,4,0,,core,inherited,
dewiki,855432,2008,Urheberrechte_beachten,4,0,,core,inherited,
dewiki,878006,2008,Checkuser,4,0,,core,inherited,
dewiki,902244,2008,Wie_gute_Artikel_aussehen,4,0,,core,inherited,
dewiki,907682,2008,Handle_entschieden,4,0,,core,inherited,
dewiki,907732,2008,Recht_zu_gehen,4,0,,core,inherited,
dewiki,913158,2008,Portale,4,0,,core,inherited,
dewiki,1034176,2008,Richtlinien_Fiktives,4,0,,core,inherited,
dewiki,1097461,2008,Textplagiat,4,0,,core,inherited,
dewiki,1124761,2008,Namenskonventionen/Neugriechisch,4,0,,core,inherited,
dewiki,1200725,2008,Weiterleitung,4,0,,core,inherited,
dewiki,1213896,2008,Schwesterprojekte,4,0,,core,inherited,
dewiki,1218423,2008,Anonymität,4,0,,core,inherited,
dewiki,1250226,2008,Hinweis_Gesundheitsthemen,4,0,,core,inherited,
dewiki,1317234,2008,Namenskonventionen/Tibetisch,4,0,,core,inherited,
dewiki,1488248,2008,Keine_Theoriefindung,4,0,,core,inherited,
dewiki,1498104,2008,Sockenpuppe,4,0,,core,inherited,
dewiki,1528848,2008,Artikel_über_lebende_Personen,4,0,,core,inherited,
dewiki,1553871,2008,Formatvorlage_Biografie,4,0,,core,inherited,
dewiki,1586763,2008,Systematik,4,0,,core,inherited,
dewiki,1586765,2008,Themenbereiche,4,0,,core,inherited,
dewiki,1621544,2008,Support-Team,4,0,,core,inherited,
dewiki,1742427,2008,Gesichtete_Versionen,4,0,,core,inherited,
dewiki,1842815,2008,Richtlinien,4,0,,core,inherited,
dewiki,1917198,2008,Konflikte,4,0,,core,inherited,
dewiki,2212100,2008,Namenskonventionen/Kategorien,4,0,,core,inherited,
dewiki,2506359,2008,Office_Action,4,0,,core,inherited,
dewiki,2744605,2008,Relevanzkriterien,4,0,,core,inherited,
dewiki,2801977,2008,Hinweise_zum_Umgang_mit_Trauerfällen,4,0,,core,inherited,
dewiki,2931927,2008,Versionslöschung,4,0,,core,inherited,
dewiki,2934080,2008,Enzyklopädische_Fotografie,4,0,,core,inherited,
dewiki,2944364,2008,Richtlinien_Software,4,0,,core,inherited,
dewiki,3699430,2008,Sei_mutig,4,0,,core,inherited,
dewiki,4642884,2008,Bewahre_immer_einen_kühlen_Kopf,4,0,,core,inherited,
dewiki,7354372,2008,Zitierregeln,4,0,,core,inherited,
dewiki,11901604,2008,Keine_Drohungen_mit_rechtlichen_Schritten,4,0,,core,status_template,
dewiki,1234,2009,Grundprinzipien,4,0,,core,inherited,
dewiki,3542,2009,Neutraler_Standpunkt,4,0,,core,inherited,
dewiki,4319,2009,Namenskonventionen,4,0,,core,inherited,
dewiki,5484,2009,Formatierung,4,0,,core,inherited,
dewiki,5656,2009,Was_Wikipedia_nicht_ist,4,0,,core,inherited,
dewiki,7637,2009,Begriffsklärung,4,0,,core,inherited,
dewiki,7763,2009,Administratoren,4,0,,core,inherited,
dewiki,8082,2009,Fremdwortformatierung,4,0,,core,inherited,
dewiki,8085,2009,Verlinken,4,0,,core,inherited,
dewiki,8097,2009,Datumskonventionen,4,0,,core,inherited,
dewiki,8130,2009,Wie_schreibe_ich_gute_Artikel,4,0,,core,inherited,
dewiki,11506,2009,Listen,4,0,,core,inherited,
dewiki,18339,2009,Spoilerwarnung,4,0,,core,inherited,
dewiki,22673,2009,Wikiquette,4,0,,core,inherited,
dewiki,23138,2009,Literatur,4,0,,core,inherited,
dewiki,24927,2009,Formatvorlage_Begriffsklärung,4,0,,core,inherited,
dewiki,26326,2009,Archiv/Richtlinien_für_die_Namensgebung:Singular-Plural-Debatte,4,0,,core,inherited,
dewiki,26677,2009,Wikipedia_ist_kein_Wörterbuch,4,0,,core,inherited,
dewiki,27959,2009,Assoziative_Verweise,4,0,,core,inherited,
dewiki,31387,2009,Zitate,4,0,,core,inherited,
dewiki,33092,2009,Rechtschreibung,4,0,,core,inherited,
dewiki,34222,2009,Weblinks,4,0,,core,inherited,
dewiki,34226,2009,Schreibweise_von_Zahlen,4,0,,core,inherited,
dewiki,38770,2009,Diskussionsseiten,4,0,,core,inherited,
dewiki,44373,2009,Geschützte_Seiten,4,0,,core,inherited,
dewiki,44853,2009,Barrierefreiheit,4,0,,core,inherited,
dewiki,46873,2009,Ignoriere_alle_Regeln,4,0,,core,inherited,
dewiki,64352,2009,Namenskonventionen/Koreanisch,4,0,,core,inherited,
dewiki,64747,2009,Namenskonventionen/Chinesisch,4,0,,core,inherited,
dewiki,71249,2009,Löschregeln,4,0,,core,inherited,
dewiki,76323,2009,Haftungsausschluss,4,0,,core,inherited,
dewiki,85625,2009,Vermittlungsausschuss,4,0,,core,inherited,
dewiki,93382,2009,Edit-War,4,0,,core,inherited,
dewiki,100139,2009,Namenskonventionen/Arabisch,4,0,,core,inherited,
dewiki,101373,2009,Richtlinien_Biologie,4,0,,core,inherited,
dewiki,131490,2009,Schnelllöschantrag,4,0,,core,inherited,
dewiki,148763,2009,Vandalismus,4,0,,core,inherited,
dewiki,169783,2009,Artikel,4,0,,core,inherited,
dewiki,179274,2009,Lückenhaft,4,0,,core,inherited,
dewiki,209980,2009,Wirres_Zeug,4,0,,core,inherited,
dewiki,210899,2009,Namenskonventionen/Japanisch,4,0,,core,inherited,
dewiki,214422,2009,Keine_persönlichen_Angriffe,4,0,,core,inherited,
dewiki,217305,2009,Verhalten_gegenüber_Neulingen,4,0,,core,inherited,
dewiki,224676,2009,Kategorien,4,0,,core,inherited,
dewiki,258824,2009,Interessenkonflikt,4,0,,core,inherited,
dewiki,260947,2009,Namenskonventionen/Hebräisch,4,0,,core,inherited,
dewiki,300129,2009,Löschantrag_entfernen,4,0,,core,inherited,
dewiki,307778,2009,Artikel_über_Schulen,4,0,,core,inherited,
dewiki,354115,2009,Richtlinien_Wirtschaft,4,0,,core,inherited,
dewiki,442115,2009,Typografie,4,0,,core,inherited,
dewiki,517185,2009,Bildrechte,4,0,,core,inherited,
dewiki,589187,2009,"Störe_Wikipedia_nicht,_um_etwas_zu_beweisen",4,0,,core,inherited,
dewiki,606686,2009,Richtlinien_Chemie,4,0,,core,inherited,
dewiki,634301,2009,Allgemeinverständlichkeit,4,0,,core,inherited,
dewiki,637799,2009,Shortcuts,4,0,,core,inherited,
dewiki,645942,2009,Datenschutz,4,0,,core,inherited,
dewiki,653068,2009,Stimmberechtigung,4,0,,core,inherited,
dewiki,686792,2009,Namenskonventionen/Indien,4,0,,core,inherited,
dewiki,749816,2009,Formatvorlage_Charts,4,0,,core,inherited,
dewiki,788000,2009,Richtlinien_Studentenverbindungen,4,0,,core,inherited,
dewiki,830639,2009,Geh_von_guten_Absichten_aus,4,0,,core,inherited,
dewiki,831948,2009,Artikel_illustrieren,4,0,,core,inherited,
dewiki,855208,2009,Belege,4,0,,core,inherited,
dewiki,855432,2009,Urheberrechte_beachten,4,0,,core,inherited,
dewiki,878006,2009,Checkuser,4,0,,core,inherited,
dewiki,902244,2009,Wie_gute_Artikel_aussehen,4,0,,core,inherited,
dewiki,907682,2009,Handle_entschieden,4,0,,core,inherited,
dewiki,907732,2009,Recht_zu_gehen,4,0,,core,inherited,
dewiki,913158,2009,Portale,4,0,,core,inherited,
dewiki,1034176,2009,Richtlinien_Fiktives,4,0,,core,inherited,
